tract_fips,num_killed,num_incidents,city_or_county,state,tract_square_mileage,2014_tract_population,2014_tract_population_black,2014_tract_population_over_age_25_with_no_hs_degree,2014_tract_population_below_poverty_line,,,,,,,,,,,
12031011100,1,1,Jacksonville,Florida,1.09,"3,427",84.77%,11.55%,32.04%,,,,,,,,,,,
12031011200,1,1,Jacksonville,Florida,0.8,"2,586",88.98%,16.31%,13.11%,,,,,,,,,,,
12031011902,1,1,Jacksonville,Florida,4.53,"11,752",28.32%,13.50%,22.44%,,,,,,,,,,,
12031012100,1,1,Jacksonville,Florida,2.86,"1,546",21.15%,27.58%,48.38%,,,,,,,,,,,
12031012200,1,1,Jacksonville,Florida,1.97,"7,324",43.06%,22.89%,42.79%,,,,,,,,,,,
12031012602,1,1,Jacksonville,Florida,1.8,"5,030",47.53%,17.80%,19.44%,,,,,,,,,,,
12031012703,1,1,Jacksonville,Florida,1.76,"5,847",27.33%,17.40%,15.03%,,,,,,,,,,,
12031012704,1,1,Jacksonville,Florida,1.16,"5,559",50.93%,14.04%,21.03%,,,,,,,,,,,
12031013200,1,1,Jacksonville,Florida,5.57,"2,777",23.30%,9.05%,16.56%,,,,,,,,,,,
12031013402,1,1,Jacksonville,Florida,1.74,"4,944",31.35%,22.82%,33.68%,,,,,,,,,,,
12031013503,1,1,Jacksonville,Florida,3.46,"9,309",41.27%,13.98%,21.76%,,,,,,,,,,,
12031013723,1,1,Jacksonville,Florida,9.57,"5,955",21.02%,14.25%,17.63%,,,,,,,,,,,
12031013727,1,1,Jacksonville,Florida,2.55,"9,294",24.05%,4.38%,7.22%,,,,,,,,,,,
12031014401,1,1,Jacksonville,Florida,5.35,"12,779",17.44%,11.59%,21.00%,,,,,,,,,,,
12031014404,1,1,Jacksonville,Florida,5.37,"8,505",14.91%,1.33%,13.27%,,,,,,,,,,,
12031014603,1,1,Jacksonville,Florida,2.19,"4,585",23.23%,18.64%,9.09%,,,,,,,,,,,
12031014702,1,1,Jacksonville,Florida,0.88,"3,272",40.68%,7.21%,30.75%,,,,,,,,,,,
12031015002,1,1,Jacksonville,Florida,0.93,"3,737",28.39%,7.27%,14.53%,,,,,,,,,,,
12031015100,1,1,Jacksonville,Florida,0.88,"4,627",37.39%,12.79%,19.21%,,,,,,,,,,,
12031015502,1,1,Jacksonville,Florida,0.92,"4,492",62.49%,30.46%,33.88%,,,,,,,,,,,
12031015924,1,1,Jacksonville,Florida,2.21,"4,902",13.48%,10.14%,11.95%,,,,,,,,,,,
12031016801,1,1,Jacksonville,Florida,1.37,"2,256",0.13%,2.47%,6.07%,,,,,,,,,,,
12031017100,1,1,Jacksonville,Florida,1.31,"4,837",9.10%,5.80%,17.20%,,,,,,,,,,,
12031017300,1,1,Jacksonville,Florida,109.02,"7,322",13.62%,14.77%,14.67%,,,,,,,,,,,
12031017400,1,1,Jacksonville,Florida,2.11,"2,488",91.48%,34.61%,43.65%,,,,,,,,,,,
48113000202,1,1,Dallas,Texas,0.61,"3,465",2.45%,3.93%,2.86%,,,,,,,,,,,
48113000406,1,1,Dallas,Texas,2.33,"7,824",3.21%,29.21%,23.06%,,,,,,,,,,,
48113001900,1,1,Dallas,Texas,0.46,"4,873",5.99%,2.31%,13.97%,,,,,,,,,,,
48113002100,1,1,Dallas,Texas,0.38,"1,706",24.91%,5.79%,14.65%,,,,,,,,,,,
48113002702,1,1,Dallas,Texas,0.41,"1,616",90.66%,36.83%,37.87%,,,,,,,,,,,
48113003101,1,1,Dallas,Texas,0.36,"3,004",9.65%,1.34%,9.62%,,,,,,,,,,,
48113003400,1,1,Dallas,Texas,0.87,"1,383",72.09%,35.26%,38.90%,,,,,,,,,,,
48113003700,1,1,Dallas,Texas,0.63,"3,249",93.14%,19.63%,32.84%,,,,,,,,,,,
48113003800,1,1,Dallas,Texas,0.49,"1,915",94.99%,29.70%,37.02%,,,,,,,,,,,
48113003901,1,1,Dallas,Texas,0.47,"1,985",98.99%,21.94%,43.22%,,,,,,,,,,,
48113003902,1,1,Dallas,Texas,0.45,"1,892",79.70%,37.75%,42.12%,,,,,,,,,,,
48113004000,1,1,Dallas,Texas,1.19,984,81.10%,27.61%,47.87%,,,,,,,,,,,
48113004201,1,1,Dallas,Texas,0.99,"4,367",2.66%,25.08%,20.68%,,,,,,,,,,,
48113004800,1,1,Dallas,Texas,0.65,"2,619",1.34%,65.11%,36.24%,,,,,,,,,,,
48113005300,1,1,Dallas,Texas,0.81,"7,358",0.42%,54.90%,27.36%,,,,,,,,,,,
48113005500,1,1,Dallas,Texas,1.05,"3,706",55.64%,34.62%,41.04%,,,,,,,,,,,
48113006200,1,1,Dallas,Texas,1.09,"5,734",25.20%,33.24%,31.58%,,,,,,,,,,,
48113007202,1,1,Dallas,Texas,0.34,"8,182",2.59%,64.29%,32.08%,,,,,,,,,,,
48113007825,1,1,Dallas,Texas,0.69,"5,504",33.78%,14.67%,26.80%,,,,,,,,,,,
48113008400,1,1,Dallas,Texas,2.38,"8,937",5.66%,48.83%,28.68%,,,,,,,,,,,
48113008701,1,1,Dallas,Texas,1.54,"4,016",93.58%,34.56%,52.29%,,,,,,,,,,,
48113008802,1,1,Dallas,Texas,0.96,"5,863",63.16%,39.88%,44.52%,,,,,,,,,,,
48113009000,1,1,Dallas,Texas,1.67,"8,437",32.69%,42.89%,30.16%,,,,,,,,,,,
48113009101,1,1,Dallas,Texas,1.32,"5,623",23.21%,40.91%,31.00%,,,,,,,,,,,
48113009105,1,1,Dallas,Texas,0.54,"3,904",7.99%,53.22%,28.00%,,,,,,,,,,,
48113009202,1,1,Dallas,Texas,1.07,"5,787",12.23%,52.69%,24.09%,,,,,,,,,,,
48113010902,1,1,Dallas,Texas,1.28,"6,624",86.32%,15.27%,21.24%,,,,,,,,,,,
48113010904,1,1,Dallas,Texas,2.99,"3,426",78.28%,24.08%,36.11%,,,,,,,,,,,
48113011001,1,1,Dallas,Texas,1.29,"6,943",87.24%,14.68%,22.50%,,,,,,,,,,,
48113011002,1,1,Dallas,Texas,1.08,"3,349",74.38%,17.15%,18.33%,,,,,,,,,,,
48113011101,1,1,Dallas,Texas,1.91,"3,779",90.55%,9.86%,9.76%,,,,,,,,,,,
48113011401,1,1,Dallas,Texas,2.28,"4,897",84.50%,19.42%,42.43%,,,,,,,,,,,
48113011800,1,1,Dallas,Texas,1.95,"9,208",36.06%,36.53%,32.05%,,,,,,,,,,,
48113012000,1,1,Dallas,Texas,1,"7,511",45.12%,33.46%,27.25%,,,,,,,,,,,
48113012210,1,1,Dallas,Texas,0.45,"3,812",41.05%,31.96%,39.61%,,,,,,,,,,,
48113012211,1,1,Dallas,Texas,0.51,"4,180",46.87%,30.15%,32.27%,,,,,,,,,,,
48113013007,1,1,Dallas,Texas,0.61,"3,138",8.57%,23.76%,18.42%,,,,,,,,,,,
48113013105,1,1,Dallas,Texas,0.35,"6,153",24.26%,23.15%,23.35%,,,,,,,,,,,
48113013200,1,1,Dallas,Texas,2.18,"6,553",3.65%,3.73%,7.26%,,,,,,,,,,,
48113016510,1,1,Dallas,Texas,5.74,"12,253",45.03%,14.25%,14.12%,,,,,,,,,,,
48113016701,1,1,Dallas,Texas,2.6,"6,564",94.65%,20.24%,23.86%,,,,,,,,,,,
48113019018,1,1,Dallas,Texas,0.57,"5,066",23.13%,17.75%,22.29%,,,,,,,,,,,
48113020200,1,1,Dallas,Texas,9.81,"4,025",89.71%,14.69%,39.38%,,,,,,,,,,,
6001401200,1,1,Oakland,California,0.26,"2,345",11.51%,3.54%,7.80%,,,,,,,,,,,
6001401400,1,1,Oakland,California,0.29,"4,297",44.78%,18.84%,41.21%,,,,,,,,,,,
6001401600,1,1,Oakland,California,0.25,"1,919",47.06%,20.95%,40.18%,,,,,,,,,,,
6001402700,1,1,Oakland,California,0.15,"1,647",53.61%,28.33%,24.83%,,,,,,,,,,,
6001402800,1,1,Oakland,California,0.15,"3,299",41.32%,23.45%,41.77%,,,,,,,,,,,
6001403100,1,1,Oakland,California,0.13,"1,782",16.22%,29.39%,21.72%,,,,,,,,,,,
6001403702,1,1,Oakland,California,0.08,"1,902",7.41%,1.52%,6.78%,,,,,,,,,,,
6001405000,1,1,Oakland,California,0.31,"3,403",9.79%,3.70%,4.20%,,,,,,,,,,,
6001405401,1,1,Oakland,California,0.12,"4,324",21.53%,33.46%,29.65%,,,,,,,,,,,
6001406100,1,1,Oakland,California,0.71,"4,901",7.65%,38.69%,17.55%,,,,,,,,,,,
6001406202,1,1,Oakland,California,0.15,"4,534",10.48%,41.90%,34.47%,,,,,,,,,,,
6001406601,1,1,Oakland,California,0.29,"4,987",35.99%,20.29%,18.77%,,,,,,,,,,,
6001406602,1,1,Oakland,California,0.16,"2,591",15.13%,22.07%,19.07%,,,,,,,,,,,
6001407400,1,1,Oakland,California,0.2,"4,360",15.11%,50.08%,29.38%,,,,,,,,,,,
6001408000,1,1,Oakland,California,0.76,"2,791",15.69%,5.71%,5.59%,,,,,,,,,,,
6001408200,1,1,Oakland,California,0.35,"4,106",52.78%,14.99%,16.85%,,,,,,,,,,,
6001408700,1,1,Oakland,California,0.44,"7,440",42.06%,32.37%,31.81%,,,,,,,,,,,
6001408800,1,1,Oakland,California,0.47,"6,181",33.73%,44.71%,38.07%,,,,,,,,,,,
6001408900,1,1,Oakland,California,0.31,"3,245",34.24%,33.74%,45.52%,,,,,,,,,,,
6001409300,1,1,Oakland,California,0.42,"5,093",27.37%,34.45%,23.44%,,,,,,,,,,,
6001409400,1,1,Oakland,California,0.48,"4,508",26.77%,34.67%,30.24%,,,,,,,,,,,
6001409900,1,1,Oakland,California,1.67,"3,321",45.29%,3.28%,5.45%,,,,,,,,,,,
6001410200,1,1,Oakland,California,0.23,"2,976",47.38%,21.89%,24.90%,,,,,,,,,,,
6001410300,1,1,Oakland,California,0.22,"3,523",28.64%,45.64%,28.36%,,,,,,,,,,,
1073000300,1,1,Birmingham,Alabama,0.81,"2,494",67.20%,25.58%,34.36%,,,,,,,,,,,
1073001100,1,1,Birmingham,Alabama,4.41,"4,813",98.21%,20.27%,23.77%,,,,,,,,,,,
1073002100,1,1,Birmingham,Alabama,1.06,"2,656",79.97%,17.43%,28.24%,,,,,,,,,,,
1073002200,1,1,Birmingham,Alabama,0.73,"2,662",91.74%,14.49%,33.21%,,,,,,,,,,,
1073003802,1,1,Birmingham,Alabama,1.25,"5,693",93.11%,16.26%,26.31%,,,,,,,,,,,
1073003900,1,1,Birmingham,Alabama,0.86,"1,664",94.05%,22.23%,46.88%,,,,,,,,,,,
1073004500,1,1,Birmingham,Alabama,1.17,"4,231",48.97%,14.76%,32.36%,,,,,,,,,,,
1073005000,1,1,Birmingham,Alabama,0.94,"3,319",20.01%,5.92%,23.62%,,,,,,,,,,,
1073005104,1,1,Birmingham,Alabama,0.7,"4,100",59.90%,19.87%,36.15%,,,,,,,,,,,
1073005500,1,1,Birmingham,Alabama,3.4,"2,336",72.05%,25.80%,49.32%,,,,,,,,,,,
1073005905,1,1,Birmingham,Alabama,2.11,"5,346",71.08%,15.51%,21.25%,,,,,,,,,,,
1073005909,1,1,Birmingham,Alabama,1.74,"2,526",88.36%,11.91%,11.24%,,,,,,,,,,,
1073011207,1,1,Birmingham,Alabama,2.09,"5,108",68.66%,12.31%,14.68%,,,,,,,,,,,
1073011804,1,1,Birmingham,Alabama,1.16,"3,011",73.00%,9.43%,25.14%,,,,,,,,,,,
1073012905,1,1,Birmingham,Alabama,2.93,"4,323",4.63%,3.44%,4.53%,,,,,,,,,,,
1073013300,1,1,Birmingham,Alabama,1.84,"3,606",67.55%,24.25%,36.52%,,,,,,,,,,,
1073013901,1,1,Birmingham,Alabama,4.56,"1,816",73.13%,17.65%,18.50%,,,,,,,,,,,
21111000600,1,1,Louisville,Kentucky,0.46,"1,640",91.95%,22.28%,45.73%,,,,,,,,,,,
21111000700,1,1,Louisville,Kentucky,0.35,"2,882",85.81%,20.57%,36.22%,,,,,,,,,,,
21111000900,1,1,Louisville,Kentucky,0.25,"2,057",97.13%,16.46%,22.46%,,,,,,,,,,,
21111001200,1,1,Louisville,Kentucky,1.12,"2,970",96.73%,18.25%,30.10%,,,,,,,,,,,
21111002800,1,1,Louisville,Kentucky,0.53,"1,716",79.43%,24.54%,42.07%,,,,,,,,,,,
21111003500,1,1,Louisville,Kentucky,0.68,"4,778",50.36%,39.32%,46.69%,,,,,,,,,,,
21111003600,1,1,Louisville,Kentucky,0.64,"5,631",47.45%,22.06%,45.41%,,,,,,,,,,,
21111003900,1,1,Louisville,Kentucky,0.67,"3,873",33.54%,25.05%,37.77%,,,,,,,,,,,
21111004000,1,1,Louisville,Kentucky,0.21,"1,820",19.95%,30.96%,22.64%,,,,,,,,,,,
21111004900,1,1,Louisville,Kentucky,1.11,"3,835",45.89%,21.09%,26.75%,,,,,,,,,,,
21111005200,1,1,Louisville,Kentucky,0.32,"3,226",20.86%,12.09%,30.25%,,,,,,,,,,,
21111007100,1,1,Louisville,Kentucky,2.47,"5,037",13.30%,19.04%,33.51%,,,,,,,,,,,
21111007900,1,1,Louisville,Kentucky,0.3,"1,856",2.10%,2.72%,8.89%,,,,,,,,,,,
21111009000,1,1,Louisville,Kentucky,1.24,"6,381",8.01%,20.94%,20.94%,,,,,,,,,,,
21111010001,1,1,Louisville,Kentucky,1.81,"4,547",3.30%,1.89%,4.11%,,,,,,,,,,,
21111010403,1,1,Louisville,Kentucky,4.33,"3,929",6.80%,3.08%,3.67%,,,,,,,,,,,
21111010602,1,1,Louisville,Kentucky,0.8,"4,019",5.65%,5.14%,13.16%,,,,,,,,,,,
21111010901,1,1,Louisville,Kentucky,1.05,"4,506",20.53%,6.92%,14.43%,,,,,,,,,,,
21111011113,1,1,Louisville,Kentucky,0.62,"2,625",12.80%,4.79%,9.14%,,,,,,,,,,,
21111011200,1,1,Louisville,Kentucky,0.66,"5,431",30.22%,18.07%,25.63%,,,,,,,,,,,
21111011506,1,1,Louisville,Kentucky,1.47,"5,554",14.13%,12.47%,15.09%,,,,,,,,,,,
21111011800,1,1,Louisville,Kentucky,1.62,"2,581",19.60%,19.70%,18.44%,,,,,,,,,,,
21111012103,1,1,Louisville,Kentucky,2.8,"3,125",5.09%,12.64%,15.62%,,,,,,,,,,,
21111012202,1,1,Louisville,Kentucky,1.99,"6,824",20.81%,15.46%,14.02%,,,,,,,,,,,
21111012503,1,1,Louisville,Kentucky,0.97,"3,726",14.71%,14.95%,12.56%,,,,,,,,,,,
21111012604,1,1,Louisville,Kentucky,1.54,"5,474",41.94%,15.06%,17.81%,,,,,,,,,,,
21111012701,1,1,Louisville,Kentucky,3.74,"3,384",54.73%,24.59%,27.63%,,,,,,,,,,,
21227010200,1,1,Louisville,Kentucky,2.11,"3,810",44.28%,37.32%,49.61%,,,,,,,,,,,
4013082009,1,1,Phoenix,Arizona,0.5,"5,576",8.54%,36.78%,32.68%,,,,,,,,,,,
4013082018,1,1,Phoenix,Arizona,0.51,"5,110",9.18%,26.81%,8.92%,,,,,,,,,,,
4013082204,1,1,Phoenix,Arizona,3.69,"6,421",12.57%,19.71%,16.59%,,,,,,,,,,,
4013103606,1,1,Phoenix,Arizona,0.94,"4,381",8.49%,6.19%,21.64%,,,,,,,,,,,
4013104212,1,1,Phoenix,Arizona,1,"6,534",4.91%,11.66%,11.39%,,,,,,,,,,,
4013104224,1,1,Phoenix,Arizona,0.98,"6,059",1.80%,9.65%,12.72%,,,,,,,,,,,
4013104802,1,1,Phoenix,Arizona,1.29,"5,577",3.68%,4.76%,10.99%,,,,,,,,,,,
4013105503,1,1,Phoenix,Arizona,0.24,"3,074",23.23%,25.15%,35.39%,,,,,,,,,,,
4013105601,1,1,Phoenix,Arizona,0.5,"4,356",3.44%,30.82%,26.84%,,,,,,,,,,,
4013105800,1,1,Phoenix,Arizona,1,"6,874",2.20%,31.26%,20.57%,,,,,,,,,,,
4013106900,1,1,Phoenix,Arizona,1.01,"7,709",6.20%,24.20%,26.32%,,,,,,,,,,,
4013107202,1,1,Phoenix,Arizona,0.5,"5,304",1.24%,34.78%,31.15%,,,,,,,,,,,
4013107500,1,1,Phoenix,Arizona,1.01,"3,519",6.88%,1.56%,8.55%,,,,,,,,,,,
4013107800,1,1,Phoenix,Arizona,1.36,"2,596",0.35%,2.20%,3.12%,,,,,,,,,,,
4013108301,1,1,Phoenix,Arizona,0.89,"3,719",0.00%,3.09%,10.03%,,,,,,,,,,,
4013108501,1,1,Phoenix,Arizona,0.5,"2,583",3.56%,22.63%,17.46%,,,,,,,,,,,
4013109001,1,1,Phoenix,Arizona,0.25,"5,222",13.79%,38.65%,55.27%,,,,,,,,,,,
4013109003,1,1,Phoenix,Arizona,0.37,"5,711",4.27%,46.44%,54.37%,,,,,,,,,,,
4013109101,1,1,Phoenix,Arizona,0.5,"3,466",1.07%,42.99%,44.72%,,,,,,,,,,,
4013109200,1,1,Phoenix,Arizona,1,"3,827",6.66%,36.81%,54.93%,,,,,,,,,,,
4013109400,1,1,Phoenix,Arizona,1.01,"7,381",4.29%,46.76%,47.60%,,,,,,,,,,,
4013109801,1,1,Phoenix,Arizona,0.47,"4,080",4.12%,40.63%,39.07%,,,,,,,,,,,
4013109900,1,1,Phoenix,Arizona,1.01,"7,051",6.88%,44.16%,43.40%,,,,,,,,,,,
4013110001,1,1,Phoenix,Arizona,0.53,"3,961",4.39%,39.12%,34.59%,,,,,,,,,,,
4013110600,1,1,Phoenix,Arizona,1,"4,226",16.37%,8.95%,19.92%,,,,,,,,,,,
4013110901,1,1,Phoenix,Arizona,0.51,"3,211",3.21%,18.74%,39.15%,,,,,,,,,,,
4013111602,1,1,Phoenix,Arizona,0.5,"4,848",6.17%,46.30%,51.77%,,,,,,,,,,,
4013111700,1,1,Phoenix,Arizona,1.01,"5,676",4.70%,21.25%,27.59%,,,,,,,,,,,
4013112302,1,1,Phoenix,Arizona,0.5,"7,569",10.09%,42.08%,40.24%,,,,,,,,,,,
4013112505,1,1,Phoenix,Arizona,0.97,"8,743",1.29%,45.44%,44.93%,,,,,,,,,,,
4013112514,1,1,Phoenix,Arizona,8.44,"4,379",29.16%,16.26%,18.50%,,,,,,,,,,,
4013113300,1,1,Phoenix,Arizona,1,"5,619",2.83%,51.05%,65.19%,,,,,,,,,,,
4013113601,1,1,Phoenix,Arizona,0.6,"4,057",8.21%,35.54%,26.79%,,,,,,,,,,,
4013113900,1,1,Phoenix,Arizona,1.03,"1,040",22.88%,50.49%,71.44%,,,,,,,,,,,
4013114000,1,1,Phoenix,Arizona,1.01,"1,897",26.15%,27.07%,46.65%,,,,,,,,,,,
4013114302,1,1,Phoenix,Arizona,0.5,"2,730",30.29%,44.73%,62.97%,,,,,,,,,,,
4013114401,1,1,Phoenix,Arizona,0.54,"1,938",10.01%,50.96%,48.40%,,,,,,,,,,,
4013114900,1,1,Phoenix,Arizona,1.09,"2,769",4.23%,51.88%,62.48%,,,,,,,,,,,
4013115801,1,1,Phoenix,Arizona,0.5,"4,516",4.92%,42.60%,56.31%,,,,,,,,,,,
4013116100,1,1,Phoenix,Arizona,0.93,"3,997",19.86%,36.40%,50.69%,,,,,,,,,,,
4013116704,1,1,Phoenix,Arizona,3.04,"7,023",13.33%,9.32%,5.23%,,,,,,,,,,,
4013116727,1,1,Phoenix,Arizona,1.76,"3,766",1.49%,1.29%,4.09%,,,,,,,,,,,
4013116900,1,1,Phoenix,Arizona,1.22,"2,284",0.00%,55.28%,47.72%,,,,,,,,,,,
4013117000,1,1,Phoenix,Arizona,0.74,"5,801",7.21%,28.54%,31.94%,,,,,,,,,,,
4013117100,1,1,Phoenix,Arizona,0.62,"2,809",5.09%,3.17%,10.79%,,,,,,,,,,,
4013611900,1,1,Phoenix,Arizona,4.08,"2,831",1.20%,1.87%,9.08%,,,,,,,,,,,
4013614600,1,1,Phoenix,Arizona,1.31,"6,354",4.34%,6.10%,9.22%,,,,,,,,,,,
4013614800,1,1,Phoenix,Arizona,0.76,"4,348",1.06%,9.39%,18.28%,,,,,,,,,,,
22033000100,1,1,Baton Rouge,Louisiana,0.74,"1,625",96.37%,22.99%,38.95%,,,,,,,,,,,
22033000200,1,1,Baton Rouge,Louisiana,1.5,"6,594",89.48%,28.36%,34.05%,,,,,,,,,,,
22033000601,1,1,Baton Rouge,Louisiana,0.58,"3,272",93.28%,26.94%,34.11%,,,,,,,,,,,
22033000602,1,1,Baton Rouge,Louisiana,0.87,"4,583",99.32%,27.66%,31.38%,,,,,,,,,,,
22033000702,1,1,Baton Rouge,Louisiana,0.99,"3,347",95.25%,13.69%,26.71%,,,,,,,,,,,
22033001600,1,1,Baton Rouge,Louisiana,0.73,"3,543",42.05%,10.02%,20.12%,,,,,,,,,,,
22033001700,1,1,Baton Rouge,Louisiana,1.4,"4,971",28.95%,12.40%,9.39%,,,,,,,,,,,
22033002300,1,1,Baton Rouge,Louisiana,0.8,"2,850",5.58%,2.18%,4.91%,,,,,,,,,,,
22033002500,1,1,Baton Rouge,Louisiana,0.52,"3,550",58.14%,18.00%,47.86%,,,,,,,,,,,
22033003501,1,1,Baton Rouge,Louisiana,5.18,"3,278",62.32%,22.05%,17.82%,,,,,,,,,,,
22033003504,1,1,Baton Rouge,Louisiana,1.67,"6,340",93.56%,14.54%,20.08%,,,,,,,,,,,
22033003906,1,1,Baton Rouge,Louisiana,2.41,"8,707",18.88%,3.72%,2.78%,,,,,,,,,,,
22033003910,1,1,Baton Rouge,Louisiana,0.98,"3,004",31.23%,26.95%,28.76%,,,,,,,,,,,
22033004503,1,1,Baton Rouge,Louisiana,4.3,"6,661",49.12%,11.94%,15.15%,,,,,,,,,,,
22033004603,1,1,Baton Rouge,Louisiana,49.42,"4,888",50.02%,13.15%,9.74%,,,,,,,,,,,
34013001400,1,1,Newark,New Jersey,0.13,"2,650",72.94%,32.92%,57.17%,,,,,,,,,,,
34013001800,1,1,Newark,New Jersey,0.27,"1,908",90.62%,21.84%,26.83%,,,,,,,,,,,
34013001900,1,1,Newark,New Jersey,0.28,"1,742",92.88%,16.94%,52.87%,,,,,,,,,,,
34013002000,1,1,Newark,New Jersey,0.16,"4,276",90.62%,19.19%,18.52%,,,,,,,,,,,
34013002100,1,1,Newark,New Jersey,0.17,"3,444",88.50%,12.62%,18.03%,,,,,,,,,,,
34013002600,1,1,Newark,New Jersey,0.08,"1,996",75.70%,29.40%,48.90%,,,,,,,,,,,
34013002800,1,1,Newark,New Jersey,0.08,"1,622",75.28%,25.76%,35.02%,,,,,,,,,,,
34013003100,1,1,Newark,New Jersey,0.1,"1,932",90.22%,15.41%,23.14%,,,,,,,,,,,
34013004900,1,1,Newark,New Jersey,0.15,"3,730",91.96%,6.92%,23.38%,,,,,,,,,,,
34013005000,1,1,Newark,New Jersey,0.31,"2,932",84.79%,16.15%,33.12%,,,,,,,,,,,
34013005100,1,1,Newark,New Jersey,0.12,"2,067",95.31%,20.32%,22.06%,,,,,,,,,,,
34013005300,1,1,Newark,New Jersey,0.12,"2,127",90.13%,18.35%,37.19%,,,,,,,,,,,
34013005400,1,1,Newark,New Jersey,0.14,"3,178",94.56%,20.70%,40.28%,,,,,,,,,,,
34013005700,1,1,Newark,New Jersey,0.33,"2,751",40.71%,27.40%,36.13%,,,,,,,,,,,
34013006200,1,1,Newark,New Jersey,0.09,"1,471",78.25%,23.08%,56.15%,,,,,,,,,,,
34013008000,1,1,Newark,New Jersey,0.33,"2,329",30.10%,27.77%,28.55%,,,,,,,,,,,
34013008700,1,1,Newark,New Jersey,0.2,"4,330",13.58%,41.98%,33.42%,,,,,,,,,,,
34013009600,1,1,Newark,New Jersey,0.42,"4,791",27.82%,37.19%,42.60%,,,,,,,,,,,
34013009700,1,1,Newark,New Jersey,0.16,"5,237",11.48%,35.16%,27.15%,,,,,,,,,,,
34013022800,1,1,Newark,New Jersey,0.12,"2,323",88.85%,39.60%,39.26%,,,,,,,,,,,
37119001509,1,1,Charlotte,North Carolina,1.39,"3,297",65.61%,19.77%,26.42%,,,,,,,,,,,
37119001510,1,1,Charlotte,North Carolina,0.71,"3,010",67.91%,23.08%,18.64%,,,,,,,,,,,
37119001605,1,1,Charlotte,North Carolina,0.39,"2,441",22.12%,35.09%,42.89%,,,,,,,,,,,
37119001608,1,1,Charlotte,North Carolina,0.78,"3,713",39.05%,30.70%,28.90%,,,,,,,,,,,
37119001609,1,1,Charlotte,North Carolina,0.78,"2,981",45.19%,22.18%,18.79%,,,,,,,,,,,
37119001914,1,1,Charlotte,North Carolina,1.4,"3,844",29.42%,20.77%,27.26%,,,,,,,,,,,
37119002002,1,1,Charlotte,North Carolina,2.25,"6,526",9.07%,2.56%,9.68%,,,,,,,,,,,
37119002300,1,1,Charlotte,North Carolina,0.74,"2,922",80.39%,36.15%,57.26%,,,,,,,,,,,
37119002800,1,1,Charlotte,North Carolina,1.08,"3,898",1.39%,1.96%,4.34%,,,,,,,,,,,
37119003700,1,1,Charlotte,North Carolina,0.98,"2,723",68.60%,23.36%,46.86%,,,,,,,,,,,
37119003903,1,1,Charlotte,North Carolina,2.09,"1,687",76.05%,52.68%,67.81%,,,,,,,,,,,
37119004000,1,1,Charlotte,North Carolina,3.89,"4,131",72.72%,32.87%,21.74%,,,,,,,,,,,
37119004303,1,1,Charlotte,North Carolina,1.63,"2,411",51.18%,13.09%,26.84%,,,,,,,,,,,
37119004305,1,1,Charlotte,North Carolina,1.89,"5,405",58.72%,24.17%,22.66%,,,,,,,,,,,
37119004500,1,1,Charlotte,North Carolina,1.39,"2,999",79.99%,27.92%,43.28%,,,,,,,,,,,
37119005301,1,1,Charlotte,North Carolina,2.22,"3,716",52.15%,29.88%,46.50%,,,,,,,,,,,
37119005401,1,1,Charlotte,North Carolina,4.48,"7,235",81.66%,15.67%,24.31%,,,,,,,,,,,
37119005510,1,1,Charlotte,North Carolina,2.98,"5,767",57.95%,16.95%,21.87%,,,,,,,,,,,
37119006106,1,1,Charlotte,North Carolina,2.48,"3,409",38.11%,2.46%,1.82%,,,,,,,,,,,
37119006108,1,1,Charlotte,North Carolina,2.37,"4,277",60.72%,15.02%,9.45%,,,,,,,,,,,
12086000131,1,1,Miami,Florida,0.19,"2,243",0.00%,8.85%,2.63%,,,,,,,,,,,
12086000209,1,1,Miami,Florida,0.74,"6,531",75.09%,23.74%,32.84%,,,,,,,,,,,
12086000408,1,1,Miami,Florida,0.8,"4,488",64.57%,32.62%,40.55%,,,,,,,,,,,
12086000411,1,1,Miami,Florida,0.54,"6,292",83.20%,29.73%,33.12%,,,,,,,,,,,
12086001401,1,1,Miami,Florida,0.47,"5,562",82.56%,31.58%,45.16%,,,,,,,,,,,
12086001501,1,1,Miami,Florida,0.26,"4,062",87.89%,23.74%,68.98%,,,,,,,,,,,
12086001502,1,1,Miami,Florida,0.65,"3,813",89.35%,35.36%,60.74%,,,,,,,,,,,
12086001702,1,1,Miami,Florida,0.4,"2,382",70.03%,18.17%,20.86%,,,,,,,,,,,
12086001803,1,1,Miami,Florida,0.41,"3,234",68.80%,42.14%,60.98%,,,,,,,,,,,
12086001903,1,1,Miami,Florida,0.26,"3,348",81.99%,22.62%,40.11%,,,,,,,,,,,
12086002001,1,1,Miami,Florida,0.41,"3,762",86.47%,47.11%,45.64%,,,,,,,,,,,
12086002003,1,1,Miami,Florida,0.32,"3,344",75.18%,39.93%,35.35%,,,,,,,,,,,
12086002004,1,1,Miami,Florida,0.28,"2,932",69.65%,45.45%,35.57%,,,,,,,,,,,
12086002201,1,1,Miami,Florida,0.38,"3,766",42.01%,22.51%,17.29%,,,,,,,,,,,
12086002501,1,1,Miami,Florida,0.37,"5,038",19.51%,50.32%,41.62%,,,,,,,,,,,
12086002800,1,1,Miami,Florida,0.34,"1,548",48.00%,33.36%,65.05%,,,,,,,,,,,
