state,city_or_county,num_killed,num_incidents,num_killed_ranking,running_total_num_killed,running_total_percent_of_all_killed,running_total_num_incidents,running_total_percent_of_all_incidents
North Carolina,Saint Pauls,1,1,"2,721",12332,94.38%,10886,93.68%
North Carolina,Sampson (county),1,1,"2,722",12333,94.38%,10887,93.68%
North Carolina,Seven Springs,1,1,"2,723",12334,94.39%,10888,93.69%
North Carolina,Smithfield,1,1,"2,724",12335,94.40%,10889,93.70%
North Carolina,Southern Pines,1,1,"2,725",12336,94.41%,10890,93.71%
North Carolina,Spring Lake,1,1,"2,726",12337,94.41%,10891,93.72%
North Carolina,Stanly (county),1,1,"2,727",12338,94.42%,10892,93.73%
North Carolina,Stokesdale,1,1,"2,728",12339,94.43%,10893,93.74%
North Carolina,Surry County,1,1,"2,729",12340,94.44%,10894,93.74%
North Carolina,Tarboro (Princeville),1,1,"2,730",12341,94.44%,10895,93.75%
North Carolina,Timberlake,1,1,"2,731",12342,94.45%,10896,93.76%
North Carolina,Troutman,1,1,"2,732",12343,94.46%,10897,93.77%
North Carolina,Valdese,1,1,"2,733",12344,94.47%,10898,93.78%
North Carolina,Vanceboro,1,1,"2,734",12345,94.47%,10899,93.79%
North Carolina,Walkertown,1,1,"2,735",12346,94.48%,10900,93.80%
North Carolina,Warrenton,1,1,"2,736",12347,94.49%,10901,93.80%
North Carolina,Watauga County,1,1,"2,737",12348,94.50%,10902,93.81%
North Carolina,Wayne (county),1,1,"2,738",12349,94.51%,10903,93.82%
North Carolina,Waynesville,1,1,"2,739",12350,94.51%,10904,93.83%
North Carolina,Whiteville,1,1,"2,740",12351,94.52%,10905,93.84%
North Carolina,Whitsett,1,1,"2,741",12352,94.53%,10906,93.85%
North Carolina,Wilkes (county),1,1,"2,742",12353,94.54%,10907,93.86%
North Carolina,Williamston,1,1,"2,743",12354,94.54%,10908,93.86%
North Carolina,Winston Salem,1,1,"2,744",12355,94.55%,10909,93.87%
North Carolina,Winterville,1,1,"2,745",12356,94.56%,10910,93.88%
North Dakota,Crookston,1,1,"2,746",12357,94.57%,10911,93.89%
North Dakota,Fort Totten,1,1,"2,747",12358,94.57%,10912,93.90%
North Dakota,Minot,1,1,"2,748",12359,94.58%,10913,93.91%
North Dakota,New Rockford,1,1,"2,749",12360,94.59%,10914,93.92%
North Dakota,Northwood,1,1,"2,750",12361,94.60%,10915,93.92%
North Dakota,Powers Lake,1,1,"2,751",12362,94.60%,10916,93.93%
Ohio,Adrian,1,1,"2,752",12363,94.61%,10917,93.94%
Ohio,Alexandria,1,1,"2,753",12364,94.62%,10918,93.95%
Ohio,Alliance,1,1,"2,754",12365,94.63%,10919,93.96%
Ohio,Amherst (South Amherst),1,1,"2,755",12366,94.64%,10920,93.97%
Ohio,Beavercreek,1,1,"2,756",12367,94.64%,10921,93.98%
Ohio,Bellbrook (Beavercreek Township),1,1,"2,757",12368,94.65%,10922,93.99%
Ohio,Brown County,1,1,"2,758",12369,94.66%,10923,93.99%
Ohio,Cambridge,1,1,"2,759",12370,94.67%,10924,94.00%
Ohio,Celina,1,1,"2,760",12371,94.67%,10925,94.01%
Ohio,Chardon (Concord Township),1,1,"2,761",12372,94.68%,10926,94.02%
Ohio,Chillicothe,1,1,"2,762",12373,94.69%,10927,94.03%
Ohio,Cincinnati (Avondale),1,1,"2,763",12374,94.70%,10928,94.04%
Ohio,Cincinnati (Camp Washington),1,1,"2,764",12375,94.70%,10929,94.05%
Ohio,Cincinnati (Deer Park),1,1,"2,765",12376,94.71%,10930,94.05%
Ohio,Cincinnati (Evanston),1,1,"2,766",12377,94.72%,10931,94.06%
Ohio,Cincinnati (Fairmount),1,1,"2,767",12378,94.73%,10932,94.07%
Ohio,Cincinnati (Green Township),1,1,"2,768",12379,94.73%,10933,94.08%
Ohio,Cincinnati (Mount Washington),1,1,"2,769",12380,94.74%,10934,94.09%
Ohio,Cincinnati (Northside),1,1,"2,770",12381,94.75%,10935,94.10%
Ohio,Cincinnati (Westwood),1,1,"2,771",12382,94.76%,10936,94.11%
Ohio,Circleville,1,1,"2,772",12383,94.77%,10937,94.11%
Ohio,Clark County,1,1,"2,773",12384,94.77%,10938,94.12%
Ohio,Cleveland (Cleveland Heights),1,1,"2,774",12385,94.78%,10939,94.13%
Ohio,Cleveland (Parma Heights),1,1,"2,775",12386,94.79%,10940,94.14%
Ohio,Cleveland (Parma),1,1,"2,776",12387,94.80%,10941,94.15%
Ohio,Cleveland (Richmond Heights),1,1,"2,777",12388,94.80%,10942,94.16%
Ohio,College Hill,1,1,"2,778",12389,94.81%,10943,94.17%
Ohio,Conneaut,1,1,"2,779",12390,94.82%,10944,94.17%
Ohio,Dayton (Huber Heights),1,1,"2,780",12391,94.83%,10945,94.18%
Ohio,Dayton (Kettering),1,1,"2,781",12392,94.83%,10946,94.19%
Ohio,Dover,1,1,"2,782",12393,94.84%,10947,94.20%
Ohio,Dublin,1,1,"2,783",12394,94.85%,10948,94.21%
Ohio,Eldorado,1,1,"2,784",12395,94.86%,10949,94.22%
Ohio,Elyria,1,1,"2,785",12396,94.86%,10950,94.23%
Ohio,Fairfield,1,1,"2,786",12397,94.87%,10951,94.23%
Ohio,Fairfield Beach,1,1,"2,787",12398,94.88%,10952,94.24%
Ohio,Findlay,1,1,"2,788",12399,94.89%,10953,94.25%
Ohio,Fostoria,1,1,"2,789",12400,94.90%,10954,94.26%
Ohio,Franklin,1,1,"2,790",12401,94.90%,10955,94.27%
Ohio,Fremont,1,1,"2,791",12402,94.91%,10956,94.28%
Ohio,Garfield Heights,1,1,"2,792",12403,94.92%,10957,94.29%
Ohio,Gibsonburg,1,1,"2,793",12404,94.93%,10958,94.29%
Ohio,Green,1,1,"2,794",12405,94.93%,10959,94.30%
Ohio,Groveport,1,1,"2,795",12406,94.94%,10960,94.31%
Ohio,Hilliard,1,1,"2,796",12407,94.95%,10961,94.32%
Ohio,Hubbard,1,1,"2,797",12408,94.96%,10962,94.33%
Ohio,Huber Heights,1,1,"2,798",12409,94.96%,10963,94.34%
Ohio,Jackson Township,1,1,"2,799",12410,94.97%,10964,94.35%
Ohio,Jacksonville,1,1,"2,800",12411,94.98%,10965,94.36%
Ohio,Jefferson Township,1,1,"2,801",12412,94.99%,10966,94.36%
Ohio,Kent,1,1,"2,802",12413,95.00%,10967,94.37%
Ohio,Lake County,1,1,"2,803",12414,95.00%,10968,94.38%
Ohio,Lima,1,1,"2,804",12415,95.01%,10969,94.39%
Ohio,Logan (county),1,1,"2,805",12416,95.02%,10970,94.40%
Ohio,Lorain,1,1,"2,806",12417,95.03%,10971,94.41%
Ohio,Lorain (county),1,1,"2,807",12418,95.03%,10972,94.42%
Ohio,Mason,1,1,"2,808",12419,95.04%,10973,94.42%
Ohio,Massieville,1,1,"2,809",12420,95.05%,10974,94.43%
Ohio,Milford,1,1,"2,810",12421,95.06%,10975,94.44%
Ohio,Minerva,1,1,"2,811",12422,95.06%,10976,94.45%
Ohio,Montpelier,1,1,"2,812",12423,95.07%,10977,94.46%
Ohio,Mount Sterling,1,1,"2,813",12424,95.08%,10978,94.47%
Ohio,Munroe Falls,1,1,"2,814",12425,95.09%,10979,94.48%
Ohio,Nelsonville,1,1,"2,815",12426,95.09%,10980,94.48%
Ohio,Northfield (Sagamore Hills),1,1,"2,816",12427,95.10%,10981,94.49%
Ohio,Northwood,1,1,"2,817",12428,95.11%,10982,94.50%
Ohio,Oberlin,1,1,"2,818",12429,95.12%,10983,94.51%
Ohio,Oregon,1,1,"2,819",12430,95.13%,10984,94.52%
Ohio,Orient (Darbyville),1,1,"2,820",12431,95.13%,10985,94.53%
Ohio,Ottawa (county),1,1,"2,821",12432,95.14%,10986,94.54%
Ohio,Perry County,1,1,"2,822",12433,95.15%,10987,94.54%
Ohio,Pike County,1,1,"2,823",12434,95.16%,10988,94.55%
Ohio,Piqua,1,1,"2,824",12435,95.16%,10989,94.56%
Ohio,Reynoldsburg,1,1,"2,825",12436,95.17%,10990,94.57%
Ohio,Richwood,1,1,"2,826",12437,95.18%,10991,94.58%
Ohio,Scioto Furnace,1,1,"2,827",12438,95.19%,10992,94.59%
Ohio,Sidney,1,1,"2,828",12439,95.19%,10993,94.60%
Ohio,South Point,1,1,"2,829",12440,95.20%,10994,94.60%
Ohio,Southington,1,1,"2,830",12441,95.21%,10995,94.61%
Ohio,Springboro,1,1,"2,831",12442,95.22%,10996,94.62%
Ohio,Springfield Township,1,1,"2,832",12443,95.22%,10997,94.63%
Ohio,Summit (county),1,1,"2,833",12444,95.23%,10998,94.64%
Ohio,Trotwood,1,1,"2,834",12445,95.24%,10999,94.65%
Ohio,Uniontown,1,1,"2,835",12446,95.25%,11000,94.66%
Ohio,Warren,1,1,"2,836",12447,95.26%,11001,94.66%
Ohio,Warrensville Heights,1,1,"2,837",12448,95.26%,11002,94.67%
Ohio,Wauseon,1,1,"2,838",12449,95.27%,11003,94.68%
Ohio,Waverly,1,1,"2,839",12450,95.28%,11004,94.69%
Ohio,Wayne Township,1,1,"2,840",12451,95.29%,11005,94.70%
Ohio,Wellington,1,1,"2,841",12452,95.29%,11006,94.71%
Ohio,Wellston,1,1,"2,842",12453,95.30%,11007,94.72%
Ohio,Westlake,1,1,"2,843",12454,95.31%,11008,94.73%
Ohio,Whitehall,1,1,"2,844",12455,95.32%,11009,94.73%
Ohio,Willard,1,1,"2,845",12456,95.32%,11010,94.74%
Oklahoma,Adair (county),1,1,"2,846",12457,95.33%,11011,94.75%
Oklahoma,Adair County,1,1,"2,847",12458,95.34%,11012,94.76%
Oklahoma,Anadarko,1,1,"2,848",12459,95.35%,11013,94.77%
Oklahoma,Antlers,1,1,"2,849",12460,95.35%,11014,94.78%
Oklahoma,Atoka,1,1,"2,850",12461,95.36%,11015,94.79%
Oklahoma,Barnsdall (Wolco),1,1,"2,851",12462,95.37%,11016,94.79%
Oklahoma,Beckham County,1,1,"2,852",12463,95.38%,11017,94.80%
Oklahoma,Beggs,1,1,"2,853",12464,95.39%,11018,94.81%
Oklahoma,Blaine (county),1,1,"2,854",12465,95.39%,11019,94.82%
Oklahoma,Bristow,1,1,"2,855",12466,95.40%,11020,94.83%
Oklahoma,Byars (Rosedale),1,1,"2,856",12467,95.41%,11021,94.84%
Oklahoma,Caddo (county),1,1,"2,857",12468,95.42%,11022,94.85%
Oklahoma,Caddo County,1,1,"2,858",12469,95.42%,11023,94.85%
Oklahoma,Calvin,1,1,"2,859",12470,95.43%,11024,94.86%
Oklahoma,Cherokee (county),1,1,"2,860",12471,95.44%,11025,94.87%
Oklahoma,Choctaw,1,1,"2,861",12472,95.45%,11026,94.88%
Oklahoma,Coal County,1,1,"2,862",12473,95.45%,11027,94.89%
Oklahoma,Colbert,1,1,"2,863",12474,95.46%,11028,94.90%
Oklahoma,Cordell,1,1,"2,864",12475,95.47%,11029,94.91%
Oklahoma,Cushing,1,1,"2,865",12476,95.48%,11030,94.91%
Oklahoma,Devol,1,1,"2,866",12477,95.48%,11031,94.92%
Oklahoma,Edmond,1,1,"2,867",12478,95.49%,11032,94.93%
Oklahoma,Enid,1,1,"2,868",12479,95.50%,11033,94.94%
Oklahoma,Fort Gibson,1,1,"2,869",12480,95.51%,11034,94.95%
Oklahoma,Francis,1,1,"2,870",12481,95.52%,11035,94.96%
Oklahoma,Guymon,1,1,"2,871",12482,95.52%,11036,94.97%
Oklahoma,Haworth,1,1,"2,872",12483,95.53%,11037,94.97%
Oklahoma,Healdton,1,1,"2,873",12484,95.54%,11038,94.98%
Oklahoma,Kellyville,1,1,"2,874",12485,95.55%,11039,94.99%
Oklahoma,Mcalester,1,1,"2,875",12486,95.55%,11040,95.00%
Oklahoma,Miami,1,1,"2,876",12487,95.56%,11041,95.01%
Oklahoma,Midwest City,1,1,"2,877",12488,95.57%,11042,95.02%
Oklahoma,Murray County,1,1,"2,878",12489,95.58%,11043,95.03%
Oklahoma,Muskogee (county),1,1,"2,879",12490,95.58%,11044,95.03%
Oklahoma,Oklahoma City (Del City),1,1,"2,880",12491,95.59%,11045,95.04%
Oklahoma,Oklahoma City (Moore),1,1,"2,881",12492,95.60%,11046,95.05%
Oklahoma,Oklahoma City (Warr Acres),1,1,"2,882",12493,95.61%,11047,95.06%
Oklahoma,Okmulgee (county),1,1,"2,883",12494,95.61%,11048,95.07%
Oklahoma,Osage (county),1,1,"2,884",12495,95.62%,11049,95.08%
Oklahoma,Osage County,1,1,"2,885",12496,95.63%,11050,95.09%
Oklahoma,Owasso,1,1,"2,886",12497,95.64%,11051,95.10%
Oklahoma,Pittsburg (county),1,1,"2,887",12498,95.65%,11052,95.10%
Oklahoma,Pond Creek,1,1,"2,888",12499,95.65%,11053,95.11%
Oklahoma,Pontotoc (county),1,1,"2,889",12500,95.66%,11054,95.12%
Oklahoma,Pottawatomie (county),1,1,"2,890",12501,95.67%,11055,95.13%
Oklahoma,Pottawatomie County,1,1,"2,891",12502,95.68%,11056,95.14%
Oklahoma,Pryor,1,1,"2,892",12503,95.68%,11057,95.15%
Oklahoma,Pryor (Sportsmen Acres),1,1,"2,893",12504,95.69%,11058,95.16%
Oklahoma,Rogers (county),1,1,"2,894",12505,95.70%,11059,95.16%
Oklahoma,Rufe,1,1,"2,895",12506,95.71%,11060,95.17%
Oklahoma,Sallisaw,1,1,"2,896",12507,95.71%,11061,95.18%
Oklahoma,Sand Springs,1,1,"2,897",12508,95.72%,11062,95.19%
Oklahoma,Shawnee,1,1,"2,898",12509,95.73%,11063,95.20%
Oklahoma,Stillwater,1,1,"2,899",12510,95.74%,11064,95.21%
Oklahoma,Sulphur,1,1,"2,900",12511,95.75%,11065,95.22%
Oklahoma,Tahlequah,1,1,"2,901",12512,95.75%,11066,95.22%
Oklahoma,Temple,1,1,"2,902",12513,95.76%,11067,95.23%
Oklahoma,Verdigris,1,1,"2,903",12514,95.77%,11068,95.24%
Oklahoma,Wagoner,1,1,"2,904",12515,95.78%,11069,95.25%
Oklahoma,Wagoner (county),1,1,"2,905",12516,95.78%,11070,95.26%
Oklahoma,Weatherford,1,1,"2,906",12517,95.79%,11071,95.27%
Oregon,Baker (county),1,1,"2,907",12518,95.80%,11072,95.28%
Oregon,Beaverton,1,1,"2,908",12519,95.81%,11073,95.28%
Oregon,Bend,1,1,"2,909",12520,95.81%,11074,95.29%
Oregon,Buxton,1,1,"2,910",12521,95.82%,11075,95.30%
Oregon,Central Point,1,1,"2,911",12522,95.83%,11076,95.31%
Oregon,Colton,1,1,"2,912",12523,95.84%,11077,95.32%
Oregon,Damascus,1,1,"2,913",12524,95.84%,11078,95.33%
Oregon,Government Camp,1,1,"2,914",12525,95.85%,11079,95.34%
Oregon,Hermiston,1,1,"2,915",12526,95.86%,11080,95.34%
Oregon,Hubbard,1,1,"2,916",12527,95.87%,11081,95.35%
Oregon,Lyons,1,1,"2,917",12528,95.88%,11082,95.36%
Oregon,Mcminnville,1,1,"2,918",12529,95.88%,11083,95.37%
Oregon,O'brien,1,1,"2,919",12530,95.89%,11084,95.38%
Oregon,Oregon City,1,1,"2,920",12531,95.90%,11085,95.39%
Oregon,Prineville,1,1,"2,921",12532,95.91%,11086,95.40%
Oregon,Redmond,1,1,"2,922",12533,95.91%,11087,95.40%
Oregon,Selma,1,1,"2,923",12534,95.92%,11088,95.41%
Oregon,The Dalles,1,1,"2,924",12535,95.93%,11089,95.42%
Oregon,Troutdale,1,1,"2,925",12536,95.94%,11090,95.43%
Oregon,Vale,1,1,"2,926",12537,95.94%,11091,95.44%
Oregon,Vernonia,1,1,"2,927",12538,95.95%,11092,95.45%
Oregon,Wolf Creek (Sunny Valley),1,1,"2,928",12539,95.96%,11093,95.46%
Oregon,Yoncalla,1,1,"2,929",12540,95.97%,11094,95.47%
Pennsylvania,Abington,1,1,"2,930",12541,95.97%,11095,95.47%
Pennsylvania,Altoona,1,1,"2,931",12542,95.98%,11096,95.48%
Pennsylvania,Beaver Falls,1,1,"2,932",12543,95.99%,11097,95.49%
Pennsylvania,Bedford (county),1,1,"2,933",12544,96.00%,11098,95.50%
Pennsylvania,Beltzhoover,1,1,"2,934",12545,96.01%,11099,95.51%
Pennsylvania,Bensalem,1,1,"2,935",12546,96.01%,11100,95.52%
Pennsylvania,Braddock,1,1,"2,936",12547,96.02%,11101,95.53%
Pennsylvania,Braddock (Rankin),1,1,"2,937",12548,96.03%,11102,95.53%
Pennsylvania,Bunola,1,1,"2,938",12549,96.04%,11103,95.54%
Pennsylvania,Canaan Township,1,1,"2,939",12550,96.04%,11104,95.55%
Pennsylvania,Chambersburg (Guilford Township),1,1,"2,940",12551,96.05%,11105,95.56%
Pennsylvania,Cheltenham,1,1,"2,941",12552,96.06%,11106,95.57%
Pennsylvania,Cobbs Creek,1,1,"2,942",12553,96.07%,11107,95.58%
Pennsylvania,Columbia,1,1,"2,943",12554,96.07%,11108,95.59%
Pennsylvania,Coraopolis (Moon Township),1,1,"2,944",12555,96.08%,11109,95.59%
Pennsylvania,Coraopolis (Moon Twp),1,1,"2,945",12556,96.09%,11110,95.60%
Pennsylvania,Dallas,1,1,"2,946",12557,96.10%,11111,95.61%
Pennsylvania,Darby,1,1,"2,947",12558,96.10%,11112,95.62%
Pennsylvania,Darby Borough,1,1,"2,948",12559,96.11%,11113,95.63%
Pennsylvania,Dingmans Ferry,1,1,"2,949",12560,96.12%,11114,95.64%
Pennsylvania,Drums,1,1,"2,950",12561,96.13%,11115,95.65%
Pennsylvania,Earl Township,1,1,"2,951",12562,96.14%,11116,95.65%
Pennsylvania,East Stroudsburg,1,1,"2,952",12563,96.14%,11117,95.66%
Pennsylvania,Ephrata,1,1,"2,953",12564,96.15%,11118,95.67%
Pennsylvania,Fishtown,1,1,"2,954",12565,96.16%,11119,95.68%
Pennsylvania,Gettysburg,1,1,"2,955",12566,96.17%,11120,95.69%
Pennsylvania,Glenolden,1,1,"2,956",12567,96.17%,11121,95.70%
Pennsylvania,Harrisburg (Steelton),1,1,"2,957",12568,96.18%,11122,95.71%
Pennsylvania,Hazleton,1,1,"2,958",12569,96.19%,11123,95.71%
Pennsylvania,Hunlock Creek,1,1,"2,959",12570,96.20%,11124,95.72%
Pennsylvania,Huntingdon Valley,1,1,"2,960",12571,96.20%,11125,95.73%
Pennsylvania,Indiana,1,1,"2,961",12572,96.21%,11126,95.74%
Pennsylvania,Jefferson Hills,1,1,"2,962",12573,96.22%,11127,95.75%
Pennsylvania,Kempton (Albany),1,1,"2,963",12574,96.23%,11128,95.76%
Pennsylvania,Kensington,1,1,"2,964",12575,96.23%,11129,95.77%
Pennsylvania,Knox Township,1,1,"2,965",12576,96.24%,11130,95.77%
Pennsylvania,Knoxville,1,1,"2,966",12577,96.25%,11131,95.78%
Pennsylvania,Lawrence (county),1,1,"2,967",12578,96.26%,11132,95.79%
Pennsylvania,Lebanon,1,1,"2,968",12579,96.27%,11133,95.80%
Pennsylvania,Leechburg,1,1,"2,969",12580,96.27%,11134,95.81%
Pennsylvania,Lower Yoder Township,1,1,"2,970",12581,96.28%,11135,95.82%
Pennsylvania,Manchester,1,1,"2,971",12582,96.29%,11136,95.83%
Pennsylvania,Manheim,1,1,"2,972",12583,96.30%,11137,95.84%
Pennsylvania,Mc Kees Rocks (Mckees Rocks),1,1,"2,973",12584,96.30%,11138,95.84%
Pennsylvania,McAlisterville,1,1,"2,974",12585,96.31%,11139,95.85%
Pennsylvania,McKees Rocks,1,1,"2,975",12586,96.32%,11140,95.86%
Pennsylvania,Mercer (county),1,1,"2,976",12587,96.33%,11141,95.87%
Pennsylvania,Myerstown,1,1,"2,977",12588,96.33%,11142,95.88%
Pennsylvania,Nazareth,1,1,"2,978",12589,96.34%,11143,95.89%
Pennsylvania,New Florence,1,1,"2,979",12590,96.35%,11144,95.90%
Pennsylvania,New Freedom,1,1,"2,980",12591,96.36%,11145,95.90%
Pennsylvania,New Kensington,1,1,"2,981",12592,96.36%,11146,95.91%
Pennsylvania,New Kensington (Arnold),1,1,"2,982",12593,96.37%,11147,95.92%
Pennsylvania,New Stanton,1,1,"2,983",12594,96.38%,11148,95.93%
Pennsylvania,Newtown Square,1,1,"2,984",12595,96.39%,11149,95.94%
Pennsylvania,North Union Township,1,1,"2,985",12596,96.40%,11150,95.95%
Pennsylvania,Oil City,1,1,"2,986",12597,96.40%,11151,95.96%
Pennsylvania,Palmyra,1,1,"2,987",12598,96.41%,11152,95.96%
Pennsylvania,Penn Hills,1,1,"2,988",12599,96.42%,11153,95.97%
Pennsylvania,Pittsburgh (Mount Oliver),1,1,"2,989",12600,96.43%,11154,95.98%
Pennsylvania,Pittsburgh (Mount Washington),1,1,"2,990",12601,96.43%,11155,95.99%
Pennsylvania,Pittsburgh (Mt Washington),1,1,"2,991",12602,96.44%,11156,96.00%
Pennsylvania,Pittsburgh (Swissvale),1,1,"2,992",12603,96.45%,11157,96.01%
Pennsylvania,Pittston,1,1,"2,993",12604,96.46%,11158,96.02%
Pennsylvania,Pleasant Hills,1,1,"2,994",12605,96.46%,11159,96.02%
Pennsylvania,Port Richmond,1,1,"2,995",12606,96.47%,11160,96.03%
Pennsylvania,Pottstown,1,1,"2,996",12607,96.48%,11161,96.04%
Pennsylvania,Pottsville,1,1,"2,997",12608,96.49%,11162,96.05%
Pennsylvania,Rostraver Township,1,1,"2,998",12609,96.49%,11163,96.06%
Pennsylvania,Selinsgrove,1,1,"2,999",12610,96.50%,11164,96.07%
Pennsylvania,Somerset,1,1,"3,000",12611,96.51%,11165,96.08%
Pennsylvania,South Hanover Township,1,1,"3,001",12612,96.52%,11166,96.08%
Pennsylvania,South Tamaqua,1,1,"3,002",12613,96.53%,11167,96.09%
Pennsylvania,State College,1,1,"3,003",12614,96.53%,11168,96.10%
Pennsylvania,Townville,1,1,"3,004",12615,96.54%,11169,96.11%
Pennsylvania,Uniontown,1,1,"3,005",12616,96.55%,11170,96.12%
Pennsylvania,Upper Mount Bethel Township,1,1,"3,006",12617,96.56%,11171,96.13%
Pennsylvania,Washington County,1,1,"3,007",12618,96.56%,11172,96.14%
Pennsylvania,West Chester,1,1,"3,008",12619,96.57%,11173,96.14%
Pennsylvania,West Hempfield Township,1,1,"3,009",12620,96.58%,11174,96.15%
Pennsylvania,West Marlborough,1,1,"3,010",12621,96.59%,11175,96.16%
Pennsylvania,Wilkins Township,1,1,"3,011",12622,96.59%,11176,96.17%
Pennsylvania,Wilmerding,1,1,"3,012",12623,96.60%,11177,96.18%
Pennsylvania,Wynnefield,1,1,"3,013",12624,96.61%,11178,96.19%
Pennsylvania,Yeadon,1,1,"3,014",12625,96.62%,11179,96.20%
Rhode Island,Middletown,1,1,"3,015",12626,96.63%,11180,96.21%
South Carolina,Allendale,1,1,"3,016",12627,96.63%,11181,96.21%
South Carolina,Andrews,1,1,"3,017",12628,96.64%,11182,96.22%
South Carolina,Aynor,1,1,"3,018",12629,96.65%,11183,96.23%
South Carolina,Bamberg,1,1,"3,019",12630,96.66%,11184,96.24%
South Carolina,Batesburg (Batesburg-leesville),1,1,"3,020",12631,96.66%,11185,96.25%
South Carolina,Beaufort County,1,1,"3,021",12632,96.67%,11186,96.26%
South Carolina,Berkeley (county),1,1,"3,022",12633,96.68%,11187,96.27%
South Carolina,Bishopville (Mechanicsville),1,1,"3,023",12634,96.69%,11188,96.27%
South Carolina,Blackville,1,1,"3,024",12635,96.69%,11189,96.28%
South Carolina,Bluffton,1,1,"3,025",12636,96.70%,11190,96.29%
South Carolina,Boiling Springs,1,1,"3,026",12637,96.71%,11191,96.30%
South Carolina,Calhoun County,1,1,"3,027",12638,96.72%,11192,96.31%
South Carolina,Camden,1,1,"3,028",12639,96.72%,11193,96.32%
South Carolina,Cayce,1,1,"3,029",12640,96.73%,11194,96.33%
South Carolina,Cheraw,1,1,"3,030",12641,96.74%,11195,96.33%
South Carolina,Clearwater,1,1,"3,031",12642,96.75%,11196,96.34%
South Carolina,Clemson,1,1,"3,032",12643,96.76%,11197,96.35%
South Carolina,Cowpens,1,1,"3,033",12644,96.76%,11198,96.36%
South Carolina,Darlington,1,1,"3,034",12645,96.77%,11199,96.37%
South Carolina,Denmark,1,1,"3,035",12646,96.78%,11200,96.38%
South Carolina,Dorchester,1,1,"3,036",12647,96.79%,11201,96.39%
South Carolina,Dorchester (county),1,1,"3,037",12648,96.79%,11202,96.39%
South Carolina,Easley,1,1,"3,038",12649,96.80%,11203,96.40%
South Carolina,Eastover,1,1,"3,039",12650,96.81%,11204,96.41%
South Carolina,Edgefield,1,1,"3,040",12651,96.82%,11205,96.42%
South Carolina,Edgefield County,1,1,"3,041",12652,96.82%,11206,96.43%
South Carolina,Fort Mill,1,1,"3,042",12653,96.83%,11207,96.44%
South Carolina,Gaffney,1,1,"3,043",12654,96.84%,11208,96.45%
South Carolina,Galivants Ferry,1,1,"3,044",12655,96.85%,11209,96.45%
South Carolina,Georgetown,1,1,"3,045",12656,96.85%,11210,96.46%
South Carolina,Gray Court,1,1,"3,046",12657,96.86%,11211,96.47%
South Carolina,Green Sea,1,1,"3,047",12658,96.87%,11212,96.48%
South Carolina,Greenwood,1,1,"3,048",12659,96.88%,11213,96.49%
South Carolina,Hampton,1,1,"3,049",12660,96.89%,11214,96.50%
South Carolina,Hardeeville,1,1,"3,050",12661,96.89%,11215,96.51%
South Carolina,Hemingway,1,1,"3,051",12662,96.90%,11216,96.51%
South Carolina,Hopkins,1,1,"3,052",12663,96.91%,11217,96.52%
South Carolina,Horry (county),1,1,"3,053",12664,96.92%,11218,96.53%
South Carolina,Isle Of Palms,1,1,"3,054",12665,96.92%,11219,96.54%
South Carolina,Johns Island,1,1,"3,055",12666,96.93%,11220,96.55%
South Carolina,Johnsonville,1,1,"3,056",12667,96.94%,11221,96.56%
South Carolina,Kingstree,1,1,"3,057",12668,96.95%,11222,96.57%
South Carolina,Latta,1,1,"3,058",12669,96.95%,11223,96.58%
South Carolina,Lexington,1,1,"3,059",12670,96.96%,11224,96.58%
South Carolina,Lexington (Red Bank),1,1,"3,060",12671,96.97%,11225,96.59%
South Carolina,Liberty,1,1,"3,061",12672,96.98%,11226,96.60%
South Carolina,Little Mountain,1,1,"3,062",12673,96.98%,11227,96.61%
South Carolina,Lynchburg,1,1,"3,063",12674,96.99%,11228,96.62%
South Carolina,Manning,1,1,"3,064",12675,97.00%,11229,96.63%
South Carolina,Marion,1,1,"3,065",12676,97.01%,11230,96.64%
South Carolina,Mccormick,1,1,"3,066",12677,97.02%,11231,96.64%
South Carolina,Meriwether County,1,1,"3,067",12678,97.02%,11232,96.65%
South Carolina,Mount Pleasant,1,1,"3,068",12679,97.03%,11233,96.66%
South Carolina,Mullins,1,1,"3,069",12680,97.04%,11234,96.67%
South Carolina,Nesmith,1,1,"3,070",12681,97.05%,11235,96.68%
South Carolina,Newberry,1,1,"3,071",12682,97.05%,11236,96.69%
South Carolina,Newberry (county),1,1,"3,072",12683,97.06%,11237,96.70%
South Carolina,Orangeburg (county),1,1,"3,073",12684,97.07%,11238,96.70%
South Carolina,Pelzer,1,1,"3,074",12685,97.08%,11239,96.71%
South Carolina,Pickens,1,1,"3,075",12686,97.08%,11240,96.72%
South Carolina,Port Royal,1,1,"3,076",12687,97.09%,11241,96.73%
South Carolina,Prosperity,1,1,"3,077",12688,97.10%,11242,96.74%
South Carolina,Ravenel,1,1,"3,078",12689,97.11%,11243,96.75%
South Carolina,Richland County,1,1,"3,079",12690,97.11%,11244,96.76%
South Carolina,Roebuck,1,1,"3,080",12691,97.12%,11245,96.76%
South Carolina,Saint George,1,1,"3,081",12692,97.13%,11246,96.77%
South Carolina,Saint Matthews,1,1,"3,082",12693,97.14%,11247,96.78%
South Carolina,Summerville (Lincolnville),1,1,"3,083",12694,97.15%,11248,96.79%
South Carolina,Swansea,1,1,"3,084",12695,97.15%,11249,96.80%
